Prediction and Applicability Domain analysis for models:,,,,,,,,
LogP model (Meylan-Kowwin) (version 1.1.5),,,,,,,,
LogP model (MLogP) (version 1.0.1),,,,,,,,
LogP model (ALogP) (version 1.0.1),,,,,,,,
(calculation core version : 1.3.19),,,,,,,,
,,,,,,,,
No.,tId,SMILES,LogP model (Meylan-Kowwin)-assessment,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-assessment,LogP model (MLogP)-prediction,LogP model (ALogP)-assessment,LogP model (ALogP)-prediction
8416,Molecule 8416,n1cc(n(c1)C)CSCCNC(NC)=S,0.32 (EXPERIMENTAL value),0.52,0.32 (EXPERIMENTAL value),0.54,0.32 (EXPERIMENTAL value),0.85
8417,Molecule 8417,[I-].CCCCCCCCCCCCCC[n+]1ccccc1C,[Error],-,[Error],-,[Error],-
8418,Molecule 8418,O=C(OCOC(=O)C(C)(C)C)C3=CCSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1)),1.76 (EXPERIMENTAL value),0.63,1.76 (EXPERIMENTAL value),0.66,1.76 (EXPERIMENTAL value),0.92
8419,Molecule 8419,OC(=NC(c1ccccc1)(C)C)C(C(C)(C)C)Br,5.59 (LOW reliability),5.59,3.72 (MODERATE reliability),3.72,4.58 (LOW reliability),4.58
8420,Molecule 8420,O=NN(C(=O)NC1C(OC(=O)C)OC(C)C(OC(=O)C)C1(OC(=O)C))CCCl,1.32 (EXPERIMENTAL value),0.54,1.32 (EXPERIMENTAL value),0.77,1.32 (EXPERIMENTAL value),0.41
8421,Molecule 8421,O=C(c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N)N(C)C,-0.21 (EXPERIMENTAL value),0.8,-0.21 (EXPERIMENTAL value),0.94,-0.21 (EXPERIMENTAL value),0.97
8422,Molecule 8422,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)C(C)C,3.37 (EXPERIMENTAL value),2.84,3.37 (EXPERIMENTAL value),2.12,3.37 (EXPERIMENTAL value),2.75
8423,Molecule 8423,N#Cc1c[nH]cc1c2cccc(c2Cl)Cl,3.86 (EXPERIMENTAL value),3.48,3.86 (EXPERIMENTAL value),2.39,3.86 (EXPERIMENTAL value),3.65
8424,Molecule 8424,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)C,0.23 (EXPERIMENTAL value),0.7,0.23 (EXPERIMENTAL value),1.43,0.23 (EXPERIMENTAL value),0.78
8425,Molecule 8425,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CC,0.71 (EXPERIMENTAL value),1.19,0.71 (EXPERIMENTAL value),1.71,0.71 (EXPERIMENTAL value),1.45
8426,Molecule 8426,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCCCCC,2.61 (EXPERIMENTAL value),3.16,2.61 (EXPERIMENTAL value),2.75,2.61 (EXPERIMENTAL value),3.28
8427,Molecule 8427,O=NN(C(=O)NC1C(OC(=O)C)C(OC)OC(COC(=O)C)C1(OC(=O)C))CCCl,0.67 (EXPERIMENTAL value),-0.23,0.67 (EXPERIMENTAL value),0.3,0.67 (EXPERIMENTAL value),-0.07
8428,Molecule 8428,N#CC(=NOCC1OCCO1)c2ccccc2,2.76 (EXPERIMENTAL value),1.18,2.76 (EXPERIMENTAL value),0.46,2.76 (EXPERIMENTAL value),1.32
8429,Molecule 8429,Oc1ccc2c(c1)CC(N(CCC)CCC)CC2,4.35 (LOW reliability),4.35,3.55 (GOOD reliability),3.55,4.26 (MODERATE reliability),4.26
8430,Molecule 8430,OCc1ccc(cc1)N(CC)CC,2.29 (EXPERIMENTAL value),2.24,2.29 (EXPERIMENTAL value),2.22,2.29 (EXPERIMENTAL value),2.09
8431,Molecule 8431,O=[N+]([O-])c1ccc(OCCCSC)cc1,3.24 (EXPERIMENTAL value),2.96,3.24 (EXPERIMENTAL value),2.56,3.24 (EXPERIMENTAL value),2.38
8432,Molecule 8432,O=C2N=C(NC(=O)C)Nc1c2(ncn1COCCOC(=O)C),-1.39 (LOW reliability),-1.39,0.14 (MODERATE reliability),0.14,-1.05 (LOW reliability),-1.05
8433,Molecule 8433,O=C(O)Cc2ccc(OCC1CCCCC1)c(OC)c2,3.35 (EXPERIMENTAL value),4.35,3.35 (EXPERIMENTAL value),2.5,3.35 (EXPERIMENTAL value),3.63
8434,Molecule 8434,O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C,4.04 (EXPERIMENTAL value),5.4,4.04 (EXPERIMENTAL value),3.02,4.04 (EXPERIMENTAL value),3.61
8435,Molecule 8435,O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3,4.26 (EXPERIMENTAL value),5.08,4.26 (EXPERIMENTAL value),3.8,4.26 (EXPERIMENTAL value),4.22
8436,Molecule 8436,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)c2ccc(N)cc2,1.84 (EXPERIMENTAL value),1.33,1.84 (EXPERIMENTAL value),1.9,1.84 (EXPERIMENTAL value),1.97
8437,Molecule 8437,O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCN(C)CC3)CC,0.3 (EXPERIMENTAL value),0.11,0.3 (EXPERIMENTAL value),1.25,0.3 (EXPERIMENTAL value),2.01
8438,Molecule 8438,O=C(c1ccccc1)N2CCN(C)CC2,0.35 (EXPERIMENTAL value),1,0.35 (EXPERIMENTAL value),1.59,0.35 (EXPERIMENTAL value),1.2
8439,Molecule 8439,[O-][n+]1onc(c1Cc2ccccc2)Cc3ccccc3,3.65 (EXPERIMENTAL value),3.89,3.65 (EXPERIMENTAL value),3.53,3.65 (EXPERIMENTAL value),2.77
8440,Molecule 8440,O=C1NC=C(F)C(=O)N1C(=O)C,-0.34 (EXPERIMENTAL value),-0.52,-0.34 (EXPERIMENTAL value),-0.35,-0.34 (EXPERIMENTAL value),-1.11
8441,Molecule 8441,n2c(OC)c(NC1=NCCN1)c(nc2C)Cl,2.06 (LOW reliability),2.06,0.81 (MODERATE reliability),0.81,0.64 (MODERATE reliability),0.64
8442,Molecule 8442,Fc1ccc(cc1)C(O)(c2ccc(cc2)c3ccccc3)Cn4cncc4,4.23 (EXPERIMENTAL value),4.9,4.23 (EXPERIMENTAL value),4.2,4.23 (EXPERIMENTAL value),4.16
8443,Molecule 8443,O=C(OCC)C(n1nc2ccccc2(n1))C,2.38 (EXPERIMENTAL value),1.41,2.38 (EXPERIMENTAL value),1.7,2.38 (EXPERIMENTAL value),2.24
8444,Molecule 8444,O=C(OCC)C(n2nnc1ccccc12)C,1.87 (EXPERIMENTAL value),1.41,1.87 (EXPERIMENTAL value),1.7,1.87 (EXPERIMENTAL value),2.29
8445,Molecule 8445,O=C(OCC)c1nnc(cc1)Cl,0.12 (EXPERIMENTAL value),0.91,0.12 (EXPERIMENTAL value),1.08,0.12 (EXPERIMENTAL value),1.72
8446,Molecule 8446,O=C(OC)C3=C(NC(=C(C(=O)OC(C)C)C3(c2cccc1nonc12))C)C,4.28 (EXPERIMENTAL value),4.09,4.28 (EXPERIMENTAL value),1.64,4.28 (EXPERIMENTAL value),2.14
8447,Molecule 8447,OC(C(n1ncnc1)Cc2ccc(cc2Cl)Cl)C(C)(C)C,3.8 (EXPERIMENTAL value),4.01,3.8 (EXPERIMENTAL value),4.28,3.8 (EXPERIMENTAL value),4.01
8448,Molecule 8448,O=Nc1ccc(O)c(N)c1,0.03 (EXPERIMENTAL value),0.47,0.03 (EXPERIMENTAL value),0.24,0.03 (EXPERIMENTAL value),1.06
8449,Molecule 8449,O=[N+]([O-])c1cccc(c1)C2NCCS2,1.59 (EXPERIMENTAL value),1.25,1.59 (EXPERIMENTAL value),1.6,1.59 (EXPERIMENTAL value),1.89
8450,Molecule 8450,n1nc(ccc1Nn2c(ccc2C)C)N(CC)CC,2.73 (EXPERIMENTAL value),2.38,2.73 (EXPERIMENTAL value),3.01,2.73 (EXPERIMENTAL value),3.34
8451,Molecule 8451,n1nc(ccc1Nn2c(ccc2C)C)N3CCOCC3,1.94 (EXPERIMENTAL value),1.01,1.94 (EXPERIMENTAL value),1.97,1.94 (EXPERIMENTAL value),2.33
8452,Molecule 8452,n1nc(ccc1Nn2c(ccc2C)C)N3CCCC3,2.45 (EXPERIMENTAL value),2.27,2.45 (EXPERIMENTAL value),2.74,2.45 (EXPERIMENTAL value),3.1
8453,Molecule 8453,n1nc(ccc1Nn2c(ccc2C)C)N3CCCCC3,3.13 (EXPERIMENTAL value),2.76,3.13 (EXPERIMENTAL value),3,3.13 (EXPERIMENTAL value),3.56
8454,Molecule 8454,n1nc(ccc1Nn2c(ccc2C)C)N3CCN(C)CC3,1.94 (EXPERIMENTAL value),0.98,1.94 (EXPERIMENTAL value),2.23,1.94 (EXPERIMENTAL value),2.6
8455,Molecule 8455,n1nc(ccc1Nn2c(ccc2C)C)N3CCNCC3,1.44 (EXPERIMENTAL value),0.77,1.44 (EXPERIMENTAL value),1.97,1.44 (EXPERIMENTAL value),2.06
8456,Molecule 8456,OCCN(c1nnc(cc1)Nn2c(ccc2C)C)CCO,1.06 (EXPERIMENTAL value),-0.14,1.06 (EXPERIMENTAL value),1.48,1.06 (EXPERIMENTAL value),1.56
8457,Molecule 8457,OCCN(c1nnc(cc1)Nn2c(ccc2C)C)CC(O)C,1.3 (EXPERIMENTAL value),0.27,1.3 (EXPERIMENTAL value),1.74,1.3 (EXPERIMENTAL value),1.94
8458,Molecule 8458,OC(C)CN(c1nnc(cc1)Nn2c(ccc2C)C)CC(O)C,1.55 (EXPERIMENTAL value),0.69,1.55 (EXPERIMENTAL value),1.99,1.55 (EXPERIMENTAL value),2.32
8459,Molecule 8459,OC3CCN(c1nnc(cc1)Nn2c(ccc2C)C)CC3,1.7 (EXPERIMENTAL value),1.22,1.7 (EXPERIMENTAL value),2.23,1.7 (EXPERIMENTAL value),2.07
8460,Molecule 8460,n1nc(ccc1N(n2c(ccc2C)C)C)N3CCOCC3,2.21 (EXPERIMENTAL value),2.02,2.21 (EXPERIMENTAL value),2.23,2.21 (EXPERIMENTAL value),2.54
8461,Molecule 8461,n1nc(ccc1Nn2c(ccc2C)C)N(CCOC)CCOC,2.06 (EXPERIMENTAL value),0.85,2.06 (EXPERIMENTAL value),1.99,2.06 (EXPERIMENTAL value),2.38
8462,Molecule 8462,n1nc(ccc1Nn2c(ccc2C)C)N(C)CCOC,2.16 (EXPERIMENTAL value),1.12,2.16 (EXPERIMENTAL value),2.24,2.16 (EXPERIMENTAL value),2.51
8463,Molecule 8463,n1nc(ccc1Nn2c(ccc2C)C)N(C)C,2.18 (EXPERIMENTAL value),1.4,2.18 (EXPERIMENTAL value),2.48,2.18 (EXPERIMENTAL value),2.64
8464,Molecule 8464,n1nc(ccc1Nn2c(ccc2C)C)N4CCN(c3ccccc3(OC))CC4,3.19 (LOW reliability),3.19,2.91 (LOW reliability),2.91,4.25 (LOW reliability),4.25
8465,Molecule 8465,O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)CCC2,2.45 (LOW reliability),2.45,1.64 (LOW reliability),1.64,2.46 (LOW reliability),2.46
8466,Molecule 8466,O=C(N)CCC(=O)N(c1ccc(cc1)S(=O)(=O)N(C)C)C,-0.56 (EXPERIMENTAL value),-0.8,-0.56 (EXPERIMENTAL value),0.77,-0.56 (EXPERIMENTAL value),0
8467,Molecule 8467,O=C(NCCC(=O)N(c1ccc(cc1)S(=O)(=O)N(C)C)C)C,-0.35 (EXPERIMENTAL value),-0.34,-0.35 (EXPERIMENTAL value),1.04,-0.35 (EXPERIMENTAL value),0.09
8468,Molecule 8468,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCO,-0.26 (EXPERIMENTAL value),-0.27,-0.26 (EXPERIMENTAL value),0.93,-0.26 (EXPERIMENTAL value),0.36
8469,Molecule 8469,N#CCCC(=O)N(c1ccc(cc1)S(=O)(=O)N(C)C)C,-0.17 (EXPERIMENTAL value),0.21,-0.17 (EXPERIMENTAL value),1.13,-0.17 (EXPERIMENTAL value),0.88
8470,Molecule 8470,O=C(OCCC(=O)N(c1ccc(cc1)S(=O)(=O)N(C)C)C)C,0.26 (EXPERIMENTAL value),0.73,0.26 (EXPERIMENTAL value),1.44,0.26 (EXPERIMENTAL value),0.74
8471,Molecule 8471,N#CSCCC(=O)N(c1ccc(cc1)S(=O)(=O)N(C)C)C,0.84 (EXPERIMENTAL value),1.09,0.84 (EXPERIMENTAL value),1.92,0.84 (EXPERIMENTAL value),1.55
8472,Molecule 8472,O=C(OCC)CCC(=O)N(c1cccc(c1)S(=O)(=O)N(C)C)C,0.84 (EXPERIMENTAL value),1.22,0.84 (EXPERIMENTAL value),1.7,0.84 (EXPERIMENTAL value),1.2
8473,Molecule 8473,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCC,1.19 (EXPERIMENTAL value),1.68,1.19 (EXPERIMENTAL value),1.98,1.19 (EXPERIMENTAL value),1.91
8474,Molecule 8474,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCOCCC,1.26 (EXPERIMENTAL value),1.41,1.26 (EXPERIMENTAL value),1.73,1.26 (EXPERIMENTAL value),1.64
8475,Molecule 8475,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCCC,1.63 (EXPERIMENTAL value),2.17,1.63 (EXPERIMENTAL value),2.24,1.63 (EXPERIMENTAL value),2.36
8476,Molecule 8476,O=C(N(c1ccc(cc1)S(=O)(=O)N(C)C)C)CCCCC,2.16 (EXPERIMENTAL value),2.67,2.16 (EXPERIMENTAL value),2.5,2.16 (EXPERIMENTAL value),2.82
8477,Molecule 8477,O=NN1CCOCC1C,-0.03 (EXPERIMENTAL value),-0.61,-0.03 (EXPERIMENTAL value),-0.23,-0.03 (EXPERIMENTAL value),0.16
8478,Molecule 8478,O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)COC(=O)CC)C4(C)(CC(O)C23(F)))(C),3.06 (EXPERIMENTAL value),3.01,3.06 (EXPERIMENTAL value),2.44,3.06 (EXPERIMENTAL value),2.69
8479,Molecule 8479,O1OC34(C2OC(OCC)C(C)C4(CCC(C)C3(CCC1(O2)C))),3.89 (EXPERIMENTAL value),4.24,3.89 (EXPERIMENTAL value),3.08,3.89 (EXPERIMENTAL value),3.52
8480,Molecule 8480,O=C(Oc1ccccc1)OC4OC2OC3(OOC25(C(CC3)C(C)CCC5(C4(C))))(C),4.41 (EXPERIMENTAL value),4.45,4.41 (EXPERIMENTAL value),4.54,4.41 (EXPERIMENTAL value),5.36
8481,Molecule 8481,n1cc(c(nc1N)N)Cc2cc3OCOc3(cc2C),1.89 (EXPERIMENTAL value),1.83,1.89 (EXPERIMENTAL value),1.22,1.89 (EXPERIMENTAL value),1.85
8482,Molecule 8482,O=P(OCC)(OCC)Cc1ccc(cc1)c3nc2ccccc2s3,3.5 (EXPERIMENTAL value),4.04,3.5 (EXPERIMENTAL value),2.84,3.5 (EXPERIMENTAL value),3.79
8483,Molecule 8483,O=[N+]([O-])c2ccc(OCCn1cncc1)cc2,1.69 (EXPERIMENTAL value),2.16,1.69 (EXPERIMENTAL value),1.55,1.69 (EXPERIMENTAL value),1.45
8484,Molecule 8484,CCN1C(=O)N(CC)c2nc(c3ccccc3)nc2C1=O,[Error],-,[Error],-,[Error],-
8485,Molecule 8485,O=[N+]([O-])c1nonc1c2ccccc2,2.63 (EXPERIMENTAL value),2.9,2.63 (EXPERIMENTAL value),1.59,2.63 (EXPERIMENTAL value),1.98
8486,Molecule 8486,n1cccc3c1ccc2c3(nc(N)n2C),0.85 (LOW reliability),0.85,1.46 (MODERATE reliability),1.46,1.53 (MODERATE reliability),1.53
8487,Molecule 8487,O=C(c1cnccc1)N3c2c(OCC(O)CNC(C)C)cccc2CCC3,1.63 (EXPERIMENTAL value),2.71,1.63 (EXPERIMENTAL value),1.45,1.63 (EXPERIMENTAL value),2
8488,Molecule 8488,O=C(C=Cc1ccccc1C(F)(F)F)C,2.71 (GOOD reliability),2.71,3.35 (GOOD reliability),3.35,2.83 (GOOD reliability),2.83
8489,Molecule 8489,O=C(O)COc1ccccc1C(C)CC,3.32 (EXPERIMENTAL value),3.28,3.32 (EXPERIMENTAL value),2.39,3.32 (EXPERIMENTAL value),3.13
8490,Molecule 8490,O=C(NC(CO)CO)c1c(c(NC(=O)C)c(c(C(=O)NC(CO)CO)c1I)I)I,-2.27 (EXPERIMENTAL value),-0.33,-2.27 (EXPERIMENTAL value),0.51,-2.27 (EXPERIMENTAL value),-1
8491,Molecule 8491,O=C(NCC(O)CO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)C)I)I,-1.19 (LOW reliability),-1.19,0.73 (LOW reliability),0.73,-0.79 (LOW reliability),-0.79
8492,Molecule 8492,O=C(NC3CC2N(Cc1ccccc1)C(CC2)C3)c4cccc(OC)c4(OC),3.24 (EXPERIMENTAL value),4.29,3.24 (EXPERIMENTAL value),2.92,3.24 (EXPERIMENTAL value),3.22
8493,Molecule 8493,O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))C)CCc2ccccc2,1.08 (LOW reliability),1.08,1.18 (LOW reliability),1.18,1.86 (LOW reliability),1.86
8494,Molecule 8494,O=C(OCSC)c1ccccc1(OC(=O)C),1.94 (EXPERIMENTAL value),1.51,1.94 (EXPERIMENTAL value),2.3,1.94 (EXPERIMENTAL value),2.05
8495,Molecule 8495,O=C(OCS(=O)C)c1ccccc1(OC(=O)C),0.11 (EXPERIMENTAL value),-0.63,0.11 (EXPERIMENTAL value),1.43,0.11 (EXPERIMENTAL value),0.94
8496,Molecule 8496,O=C(OCS(=O)(=O)C)c1ccccc1(OC(=O)C),0.57 (EXPERIMENTAL value),-0.51,0.57 (EXPERIMENTAL value),0.98,0.57 (EXPERIMENTAL value),1.03
8497,Molecule 8497,O=[N+]([O-])c1c(ncn1C)I,1.29 (EXPERIMENTAL value),1.59,1.29 (EXPERIMENTAL value),1.39,1.29 (EXPERIMENTAL value),1.05
8498,Molecule 8498,O=[N+]([O-])c1nc[nH]c1I,0.28 (EXPERIMENTAL value),1.04,0.28 (EXPERIMENTAL value),1.01,0.28 (EXPERIMENTAL value),0.84
8499,Molecule 8499,N#CC(C#N)=Cc1oc(cc1)SC,2.45 (EXPERIMENTAL value),0.83,2.45 (EXPERIMENTAL value),0.23,2.45 (EXPERIMENTAL value),2.08
8500,Molecule 8500,N#CC(=Cc1oc(cc1)SC)C(=O)OC,2.61 (EXPERIMENTAL value),2.47,2.61 (EXPERIMENTAL value),0.53,2.61 (EXPERIMENTAL value),2.05
8501,Molecule 8501,O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))CCCCN)CCc2ccccc2,-1.22 (EXPERIMENTAL value),1.08,-1.22 (EXPERIMENTAL value),1.11,-1.22 (EXPERIMENTAL value),1.78
8502,Molecule 8502,O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C,4.28 (EXPERIMENTAL value),4.35,4.28 (EXPERIMENTAL value),2.81,4.28 (EXPERIMENTAL value),4.69
8503,Molecule 8503,O=C(OC(C)CN(CC)CC)Nc1ccccc1(OCCCCCCC),5.88 (LOW reliability),5.88,4.08 (LOW reliability),4.08,5.49 (LOW reliability),5.49
8504,Molecule 8504,n1c[nH]c(c1)Cc2cccc(c2C)C,3.41 (LOW reliability),3.41,2.48 (LOW reliability),2.48,2.53 (MODERATE reliability),2.53
8505,Molecule 8505,Fc1ccc(cc1)C(O)(c2ccccc2(F))Cn3ncnc3,2.29 (EXPERIMENTAL value),2.52,2.29 (EXPERIMENTAL value),4.04,2.29 (EXPERIMENTAL value),2.72
8506,Molecule 8506,"CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1 |o1:4,6|",[Error],-,[Error],-,[Error],-
8507,Molecule 8507,O=S(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,-0.64 (EXPERIMENTAL value),1.84,-0.64 (EXPERIMENTAL value),-0.32,-0.64 (EXPERIMENTAL value),-1.13
8508,Molecule 8508,O=C(Nc1ccc(cc1C)Cl)c2ccccc2(O),4.49 (MODERATE reliability),4.49,3.33 (LOW reliability),3.33,3.5 (LOW reliability),3.5
8509,Molecule 8509,O=C(Nc1ccc(cc1C)Cl)c2cc(F)ccc2(O),4.89 (EXPERIMENTAL value),4.69,4.89 (EXPERIMENTAL value),3.46,4.89 (EXPERIMENTAL value),3.7
8510,Molecule 8510,O=C(Nc1ccc(cc1C)Br)c2cc(F)ccc2(O),5.15 (EXPERIMENTAL value),4.93,5.15 (EXPERIMENTAL value),3.58,5.15 (EXPERIMENTAL value),3.79
8511,Molecule 8511,n1cccc3c1cc(c2c3(nc(N)n2C))C,1.4 (MODERATE reliability),1.4,1.74 (GOOD reliability),1.74,2.02 (GOOD reliability),2.02
8512,Molecule 8512,O=C(O)Cc2ccc(OCCc1ccccc1)c(c2)Cl,3.53 (EXPERIMENTAL value),4.35,3.53 (EXPERIMENTAL value),3.69,3.53 (EXPERIMENTAL value),4.02
8513,Molecule 8513,O=C(O)Cc2ccc(OCCCc1ccccc1)c(c2)Cl,3.9 (EXPERIMENTAL value),4.84,3.9 (EXPERIMENTAL value),3.93,3.9 (EXPERIMENTAL value),4.48
8514,Molecule 8514,n1cccc2[nH]c(nc12)c3ccc(OC)cc3(OC),2.57 (EXPERIMENTAL value),1.07,2.57 (EXPERIMENTAL value),0.88,2.57 (EXPERIMENTAL value),2.28
8515,Molecule 8515,n1nc([nH]c1N)c2ccnc(c2)NCCC,1.61 (EXPERIMENTAL value),-0.33,1.61 (EXPERIMENTAL value),1.27,1.61 (EXPERIMENTAL value),1.02
8516,Molecule 8516,n1ccc(cc1NCCCCCC)c2n[nH]c(n2)N,3.3 (EXPERIMENTAL value),1.14,3.3 (EXPERIMENTAL value),2.12,3.3 (EXPERIMENTAL value),2.48
8517,Molecule 8517,n1nc([nH]c1N)c2ccnc(c2)NCCCCCCCCCC,4.07 (EXPERIMENTAL value),3.11,4.07 (EXPERIMENTAL value),4.04,4.07 (EXPERIMENTAL value),4.22
8518,Molecule 8518,n1ccc(cc1NCC=C)c2nc[nH]n2,1.26 (EXPERIMENTAL value),0.45,1.26 (EXPERIMENTAL value),1.29,1.26 (EXPERIMENTAL value),1.06
8519,Molecule 8519,OCCNc1nccc(c1)c2nc(n[nH]2)N,0.24 (EXPERIMENTAL value),-2.28,0.24 (EXPERIMENTAL value),0.21,0.24 (EXPERIMENTAL value),-0.01
8520,Molecule 8520,n1nc([nH]c1N)c2ccnc(c2)NCCOC,0.94 (EXPERIMENTAL value),-1.59,0.94 (EXPERIMENTAL value),0.51,0.94 (EXPERIMENTAL value),0.02
8521,Molecule 8521,n1ccc(cc1NCCc2ccccc2)c3n[nH]c(n3)N,2.63 (EXPERIMENTAL value),0.67,2.63 (EXPERIMENTAL value),2.4,2.63 (EXPERIMENTAL value),2.15
8522,Molecule 8522,n1ccc(cc1NCc2ccc(cc2)C)c3n[nH]c(n3)N,2.69 (EXPERIMENTAL value),0.94,2.69 (EXPERIMENTAL value),2.4,2.69 (EXPERIMENTAL value),2.31
8523,Molecule 8523,n1nc([nH]c1N)c2ccnc(N)c2,0.11 (EXPERIMENTAL value),-1.86,0.11 (EXPERIMENTAL value),0.32,0.11 (EXPERIMENTAL value),-0.44
8524,Molecule 8524,n1ccc(cc1NC)c2n[nH]c(n2)N,0.69 (EXPERIMENTAL value),-1.31,0.69 (EXPERIMENTAL value),0.65,0.69 (EXPERIMENTAL value),0.24
8525,Molecule 8525,n1ccc(cc1NCC)c2nc(n[nH]2)N,1.13 (EXPERIMENTAL value),-0.82,1.13 (EXPERIMENTAL value),0.97,1.13 (EXPERIMENTAL value),0.87
8526,Molecule 8526,n1ccc(cc1NCCCC)c2n[nH]c(n2)N,2.15 (EXPERIMENTAL value),0.16,2.15 (EXPERIMENTAL value),1.56,2.15 (EXPERIMENTAL value),1.57
8527,Molecule 8527,O=C1NC(=C(C(=O)N1(O))Br)C,-1.12 (EXPERIMENTAL value),-1.09,-1.12 (EXPERIMENTAL value),0.15,-1.12 (EXPERIMENTAL value),-0.4
8528,Molecule 8528,O=C1NC(=C(C(=O)N1(OC))Br)C,-0.3 (EXPERIMENTAL value),-0.26,-0.3 (EXPERIMENTAL value),0.49,-0.3 (EXPERIMENTAL value),0.01
8529,Molecule 8529,O=C1NC(=C(C(=O)N1(OCC))Br)C,0.11 (EXPERIMENTAL value),0.23,0.11 (EXPERIMENTAL value),0.82,0.11 (EXPERIMENTAL value),0.36
8530,Molecule 8530,O=C1NC(=C(C(=O)N1(OCCCl))Br)C,0.3 (EXPERIMENTAL value),0.48,0.3 (EXPERIMENTAL value),1.13,0.3 (EXPERIMENTAL value),0.67
8531,Molecule 8531,O=C1NC(=C(C(=O)N1(OCCC))Br)C,0.76 (EXPERIMENTAL value),0.72,0.76 (EXPERIMENTAL value),1.13,0.76 (EXPERIMENTAL value),0.88
8532,Molecule 8532,O=C1NC(=C(C(=O)N1(OC(C)C))Br)C,0.45 (EXPERIMENTAL value),0.65,0.45 (EXPERIMENTAL value),1.13,0.45 (EXPERIMENTAL value),0.73
8533,Molecule 8533,O=C1NC(=C(C(=O)N1(OCC=C))Br)C,0.32 (EXPERIMENTAL value),0.59,0.32 (EXPERIMENTAL value),1.04,0.32 (EXPERIMENTAL value),0.62
8534,Molecule 8534,O=C1NC(=C(C(=O)N1(OCC#C))Br)C,-0.1 (EXPERIMENTAL value),0.22,-0.1 (EXPERIMENTAL value),1.04,-0.1 (EXPERIMENTAL value),1.2
8535,Molecule 8535,O=C1NC(=C(C(=O)N1(OCCCC))Br)C,1.24 (EXPERIMENTAL value),1.21,1.24 (EXPERIMENTAL value),1.42,1.24 (EXPERIMENTAL value),1.34
8536,Molecule 8536,O=C1NC(=C(C(=O)N1(OC(C)CC))Br)C,1.11 (EXPERIMENTAL value),1.14,1.11 (EXPERIMENTAL value),1.42,1.11 (EXPERIMENTAL value),1.26
8537,Molecule 8537,O=C1NC(=C(C(=O)N1(OCC(C)C))Br)C,1.23 (EXPERIMENTAL value),1.14,1.23 (EXPERIMENTAL value),1.42,1.23 (EXPERIMENTAL value),1.2
8538,Molecule 8538,O=C1NC(=C(C(=O)N1(OCCCCC))Br)C,1.69 (EXPERIMENTAL value),1.7,1.69 (EXPERIMENTAL value),1.71,1.69 (EXPERIMENTAL value),1.79
8539,Molecule 8539,O=C1NC(=C(C(=O)N1(OCCCCCC))Br)C,2.48 (EXPERIMENTAL value),2.19,2.48 (EXPERIMENTAL value),1.99,2.48 (EXPERIMENTAL value),2.25
8540,Molecule 8540,O=C1NC(=C(C(=O)N1(OCCCCCCCC))Br)C,3.39 (EXPERIMENTAL value),3.18,3.39 (EXPERIMENTAL value),3.43,3.39 (EXPERIMENTAL value),3.16
8541,Molecule 8541,O=C1NC(=C(C(=O)N1(OCCCCCCCCCC))Br)C,4.65 (EXPERIMENTAL value),4.16,4.65 (EXPERIMENTAL value),3.92,4.65 (EXPERIMENTAL value),4.07
8542,Molecule 8542,O=C1C=C(NC(=O)N1(OCCC))C,0.3 (EXPERIMENTAL value),0.33,0.3 (EXPERIMENTAL value),0.66,0.3 (EXPERIMENTAL value),0.43
8543,Molecule 8543,N#CSC=1C(=O)N(OCCC)C(=O)NC=1C,-0.22 (EXPERIMENTAL value),0.18,-0.22 (EXPERIMENTAL value),0.9,-0.22 (EXPERIMENTAL value),0.71
